"KUNDNR";"LEISTUNG";"PREIS";"PREISMTL";"TEXT";"BERECHNEN";"GELOESCHT";"ABRECH";"ARTNR";"DATUM";"NRECHNUNG";"FREI1";"FREI2";"FREI3";"ANZAHL";"IDWDIENSTE";"KUNDENNR2";"KUNDENNAME";"KUNDENNAME2";"ANSPRECHPARTNER";"PLZ";"ORT";"STRASSE";"ANREDE";"PROJEKTTEXT"
"1341";"Dreh' die Buddel";42,24;;"Datum der Lieferung entspricht dem Rechnungsdatum";"";"";"E";"PG-2022";"11.05.2005";"";"11.05.2005";"";"";1;"769442315";"";"";"";"";"";"";"";"";""
"1341";"Domipopo";17,24;;"Datum der Lieferung entspricht dem Rechnungsdatum";"";"";"E";"PG-2004";"11.05.2005";"";"11.05.2005";"";"";1;"771511215";"";"";"";"";"";"";"";"";""
"1341";"Frag mich was";21,55;;"Datum der Lieferung entspricht dem Rechnungsdatum";"";"";"E";"PG-2007";"11.05.2005";"";"11.05.2005";"";"";1;"771445515";"";"";"";"";"";"";"";"";""
"1302";"Partnerprovision";1432,19;;"";"";"";"E";"PP-E";"11.05.2005";"";"11.05.2005";"";"";1;"77252918";"";"";"";"";"";"";"";"";""
"1302";"Partnerprovision";957,6;;"";"";"";"E";"PP-E";"18.05.2005";"";"18.05.2005";"";"";1;"774284716";"";"";"";"";"";"";"";"";""
"1022";"Webentwicklung / Design";1225;;"Design und Umsetzung der neuen haddaway.deImplementierung des CMS-SystemsGrafikbearbeitungErstellung des Flashheaders inkl. NavigationErstellung einer NonflashnavigationUmbau des Newslettersystems inkl. Neuerstellung der StatusseitenEinbau neuer Bildergalerie mit ÜbersichtsseiteEinbau und Konfiguration eines serverseitgen MP3-Flashplayers";"";"";"E";"WEB";"19.05.2005";"";"19.05.2005";"";"";1;"77529713";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Recherche Mail von norbert@conact.at";"";"";"E";"RECH-M";"17.06.2005";"";"01.07.2005";"";"";1;"78438349";"";"";"";"";"";"";"";"";""
"1249";"Arbeitsstunde Technik";40;;"Implementierung einer Umleitung deutscher Besucher auf eigene Startseite auf ip-adress.comLeistung wurde am 25.01.07 erbracht";"";"";"E";"STD-T";"26.01.2007";"";"02.02.2007";"";"";1;"111250512";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Recherche E-Mail mpuberatung@aol.com";"";"";"E";"RECH-M";"17.06.2005";"";"01.07.2005";"";"";1;"78539279";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";832,61;;"";"";"";"E";"PP-E";"19.05.2005";"";"19.05.2005";"";"";1;"776292217";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamttraffic Juni 2005 6,948 GB";"";"";"E";"TRAF-M";"30.06.2005";"";"01.07.2005";"";"";6;"794244514";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";366,09;;"";"";"";"E";"PP-E";"16.08.2005";"";"16.08.2005";"";"";1;"83922413";"";"";"";"";"";"";"";"";""
"1357";"Swinger 2000";42,2414;;"Liefertermin: 30.06.05";"";"";"E";"PG-2021";"30.06.2005";"";"01.08.2005";"";"";1;"826532811";"";"";"";"";"";"";"";"";""
"1416";".ch Nameservice und Abwicklung";3;;"Domain pharmaxia.ch";"";"";"G";"DNS-CH";"01.09.2006";"01.09.2007";"";"";"";1;"1031534813";"";"";"";"";"";"";"";"";""
"1344";"Webentwicklung / Design";20;;"Änderungen bisherige Website auf neue Firmierung";"";"";"E";"WEB";"17.06.2005";"";"28.06.2005";"";"";1;"78643209";"";"";"";"";"";"";"";"";""
"1040";"Webentwicklung / Design";30;;"Installation Newsletterpanel";"";"";"E";"WEB";"17.06.2005";"";"19.07.2005";"";"";1;"78744359";"";"";"";"";"";"";"";"";""
"1179";"Software";81,94;;"MS Windows XP Home";"";"";"E";"SOFT";"16.01.2006";"";"24.01.2006";"";"";1;"946285813";"";"";"";"";"";"";"";"";""
"1040";"zusätzliche MySQL Datenbank";2;;"MySQL Datenbank zu Newsletterpanel live-concept.de";"";"";"J";"MYSQL";"17.06.2005";"17.05.2006";"";"";"";1;"7884569";"";"";"";"";"";"";"";"";""
"1347";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"17.06.2005";"";"17.06.2005";"";"";1;"78928213";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";95,22;;"";"";"";"E";"PP-E";"05.07.2005";"";"05.07.2005";"";"";1;"79722513";"";"";"";"";"";"";"";"";""
"1347";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"17.06.2005";"";"17.06.2005";"";"";1;"790281213";"";"";"";"";"";"";"";"";""
"1347";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"17.06.2005";"";"17.06.2005";"";"";1;"791281813";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";240,57;;"";"";"";"E";"PP-E";"04.08.2005";"";"04.08.2005";"";"";1;"837473612";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamttraffic Juli 05 = 7.762,05 MB = 7,58 GB";"";"";"E";"TRAF-M";"31.07.2005";"";"01.08.2005";"";"";7;"82558110";"";"";"";"";"";"";"";"";""
"1350";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"03.06.2005";"";"12.07.2005";"";"";1;"80054713";"";"";"";"";"";"";"";"";""
"1350";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"03.06.2005";"";"12.07.2005";"";"";1;"80155913";"";"";"";"";"";"";"";"";""
"1357";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"30.06.2005";"";"01.08.2005";"";"";1;"827541211";"";"";"";"";"";"";"";"";""
"1302";"Partnerprovision";813,96;;"";"";"";"E";"PP-E";"16.06.2005";"";"12.07.2005";"";"";1;"80257913";"";"";"";"";"";"";"";"";""
"1346";"Swinger 2000";42,2414;;"Liefertermin: 28.07.05";"";"";"E";"PG-2021";"24.07.2005";"";"01.08.2005";"";"";1;"829344512";"";"";"";"";"";"";"";"";""
"1357";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"30.06.2005";"";"01.08.2005";"";"";1;"828542711";"";"";"";"";"";"";"";"";""
"1346";"Nightlife";42,24;;"Liefertermin: 28.07.05";"";"";"E";"PG-2029";"24.07.2005";"";"01.08.2005";"";"";1;"830352112";"";"";"";"";"";"";"";"";""
"1358";"Swinger 2000";42,2414;;"Liefertermin: 12.07.05";"";"";"E";"PG-2021";"12.07.2005";"";"01.08.2005";"";"";1;"831531612";"";"";"";"";"";"";"";"";""
"1351";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"08.06.2005";"";"12.07.2005";"";"";1;"803193814";"";"";"";"";"";"";"";"";""
"1352";"Frag mich was";21,55;;"";"";"";"E";"PG-2007";"13.06.2005";"";"12.07.2005";"";"";1;"804312114";"";"";"";"";"";"";"";"";""
"1352";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"13.06.2005";"";"12.07.2005";"";"";1;"805315214";"";"";"";"";"";"";"";"";""
"1352";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"13.06.2005";"";"12.07.2005";"";"";1;"806315814";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";58,65;;"";"";"";"E";"PP-E";"12.07.2005";"";"12.07.2005";"";"";1;"807464815";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";282,37;;"";"";"";"E";"PP-E";"13.07.2005";"";"13.07.2005";"";"";1;"809332911";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";703,85;;"";"";"";"E";"PP-E";"13.07.2005";"";"13.07.2005";"";"";1;"81038811";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";910,34;;"";"";"";"E";"PP-E";"13.07.2005";"";"13.07.2005";"";"";1;"811394511";"";"";"";"";"";"";"";"";""
"1353";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"13.07.2005";"";"13.07.2005";"";"";1;"812585714";"";"";"";"";"";"";"";"";""
"1353";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"13.07.2005";"";"13.07.2005";"";"";1;"8130815";"";"";"";"";"";"";"";"";""
"1163";"Weiterbelastung Rücklastschrift";8,5;;"Rücklastschrift vom 07.02.06";"";"";"E";"LAS";"16.10.2006";"";"16.10.2006";"";"";1;"1049445116";"";"";"";"";"";"";"";"";""
"1416";".ch Nameservice und Abwicklung";3;;"Domain farmaxia.ch";"";"";"G";"DNS-CH";"01.09.2006";"01.09.2007";"";"";"";1;"1032544413";"";"";"";"";"";"";"";"";""
"1176";".ch Nameservice und Abwicklung";6;;"";"";"";"G";"DNS-CH";"21.06.2005";"19.07.2006";"";"";"";1;"816581614";"";"";"";"";"";"";"";"";""
"1302";"Partnerprovision";1612,66;;"";"";"";"E";"PP-E";"16.08.2005";"";"16.08.2005";"";"";1;"84024313";"";"";"";"";"";"";"";"";""
"1356";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"22.07.2005";"";"22.07.2005";"";"";1;"82023914";"";"";"";"";"";"";"";"";""
"1356";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"22.07.2005";"";"22.07.2005";"";"";1;"82124514";"";"";"";"";"";"";"";"";""
"1356";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"22.07.2005";"";"22.07.2005";"";"";1;"82224914";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";260,75;;"";"";"";"E";"PP-E";"22.07.2005";"";"22.07.2005";"";"";1;"82382315";"";"";"";"";"";"";"";"";""
"1302";"Partnerprovision";708,78;;"";"";"";"E";"PP-E";"22.07.2005";"";"22.07.2005";"";"";1;"82492315";"";"";"";"";"";"";"";"";""
"1416";".li Nameservice + Abwicklung";3;;"Domain farmaxia.li";"";"";"G";"DNS-LI";"01.09.2006";"01.09.2007";"";"";"";1;"1033551413";"";"";"";"";"";"";"";"";""
"1210";"5 zusätzliche POP3 Postfächer";0,862;;"E-Mailpostfächer für juliusbecker.de";"";"";"J";"POP3";"01.07.2005";"01.08.2006";"";"";"";1;"825513911";"";"";"";"";"";"";"";"";""
"1163";"Allgemeine Dienstleistung";20;;"Reaktivierung Ihres Hosting www.spacepark.tv nach Abschaltung wegen Zahlungsverzug";"";"";"E";"SER";"16.08.2005";"";"16.08.2005";"";"";1;"841451713";"";"";"";"";"";"";"";"";""
"1198";"Partnerprovision";105,43;;"";"";"";"E";"PP-E";"16.08.2005";"";"16.08.2005";"";"";1;"842355914";"";"";"";"";"";"";"";"";""
"1198";"Partnerprovision";306,23;;"";"";"";"E";"PP-E";"16.08.2005";"";"16.08.2005";"";"";1;"84337614";"";"";"";"";"";"";"";"";""
"1359";"Swinger 2000";42,2414;;"Liefertermin: 06.07.05";"";"";"E";"PG-2021";"06.07.2005";"";"01.08.2005";"";"";1;"832555712";"";"";"";"";"";"";"";"";""
"1416";".li Nameservice + Abwicklung";3;;"Domain pharmaxia.li";"";"";"G";"DNS-LI";"01.09.2006";"01.09.2007";"";"";"";1;"1034553313";"";"";"";"";"";"";"";"";""
"1085";"Allgemeine Dienstleistung";16,5;;"Eröffnung eines Verkäuferkontos bei afternic.comGebühren von Afternic 19,95 USD = 16,50 Eurogem. Umrechnungskurs ECB v. 29.07.05";"";"";"E";"SER";"01.08.2005";"";"01.08.2005";"";"";1;"834422413";"";"";"";"";"";"";"";"";""
"1085";"Allgemeine Dienstleistung";5;;"Erstellung einer Domainangebotsliste; 2-stellige Domains zum VerkaufListe vom 27.05.05";"";"";"E";"SER";"27.05.2005";"";"01.08.2005";"";"";1;"835463813";"";"";"";"";"";"";"";"";""
"1085";"Allgemeine Dienstleistung";5;;"Erstellung einer Domainangebotsliste; 2-stellige Domains zum VerkaufListe vom 07.06.05";"";"";"E";"SER";"07.06.2005";"";"01.08.2005";"";"";1;"836481113";"";"";"";"";"";"";"";"";""
"1085";"Allgemeine Dienstleistung";5;;"Erstellung einer Domainangebotsliste; 2-stellige Domains zum VerkaufListe vom 16.06.05";"";"";"E";"SER";"16.06.2005";"";"01.08.2005";"";"";1;"837484413";"";"";"";"";"";"";"";"";""
"1085";"Allgemeine Dienstleistung";5;;"Erstellung einer Domainangebotsliste; 2-stellige Domains zum VerkaufListe vom 24.06.05";"";"";"E";"SER";"24.06.2005";"";"01.08.2005";"";"";1;"838491813";"";"";"";"";"";"";"";"";""
"1085";"Allgemeine Dienstleistung";5;;"Erstellung einer Domainangebotsliste; 2-stellige Domains zum VerkaufListe vom 04.07.05";"";"";"E";"SER";"04.07.2005";"";"01.08.2005";"";"";1;"839505413";"";"";"";"";"";"";"";"";""
"1085";"Allgemeine Dienstleistung";5;;"Erstellung einer Domainangebotsliste; 2-stellige Domains zum VerkaufListe vom 13.07.05";"";"";"E";"SER";"13.07.2005";"";"01.08.2005";"";"";1;"840512313";"";"";"";"";"";"";"";"";""
"1416";"Allgemeine Dienstleistung";150;;"Recherchearbeiten Registriermöglichkeiten weltweit Pharmaxia-Projekt5 Stunden zu 30 Euro";"";"";"E";"SER";"25.09.2006";"";"25.09.2006";"";"";1;"1035582213";"";"";"";"";"";"";"";"";""
"1366";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"30.09.2005";"";"03.10.2005";"";"";1;"854381611";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";288,42;;"";"";"";"E";"PP-E";"11.10.2005";"";"11.10.2005";"";"";1;"860513913";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamt E-Mailtraffic September 2005 3,0149 GB";"";"";"E";"TRAF-M";"30.09.2005";"";"03.10.2005";"";"";3;"853504910";"";"";"";"";"";"";"";"";""
"1366";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"30.09.2005";"";"03.10.2005";"";"";1;"855384311";"";"";"";"";"";"";"";"";""
"1366";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"30.09.2005";"";"03.10.2005";"";"";1;"856385611";"";"";"";"";"";"";"";"";""
"1017";".ch Nameservice und Abwicklung";8;;"Domain domainaverzeichnis.ch";"";"30.09.2006";"G";"DNS-CH";"01.10.2005";"04.10.2006";"";"";"";1;"857381213";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";535,59;;"";"";"";"E";"PP-E";"30.09.2005";"";"04.10.2005";"";"";1;"859114314";"";"";"";"";"";"";"";"";""
"1302";"Partnerprovision";939,1;;"";"";"";"E";"PP-E";"20.10.2005";"";"20.10.2005";"";"";1;"862531810";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";189,87;;"";"";"";"E";"PP-E";"20.10.2005";"";"20.10.2005";"";"";1;"863162411";"";"";"";"";"";"";"";"";""
"1198";"Partnerprovision";419,49;;"";"";"";"E";"PP-E";"20.10.2005";"";"20.10.2005";"";"";1;"865555716";"";"";"";"";"";"";"";"";""
"1416";"Arbeitsstunde Technik";40;;"Webschnittstelle DNS (Smbind) - Evaluierung- Installation- Erforderliche Domainupdates durchgeführt";"";"";"E";"STD-T";"25.09.2006";"";"25.09.2006";"";"";11;"103614214";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Recherche E-Mailabsender joachimklaws@aol.com";"";"";"E";"RECH-M";"24.10.2005";"";"04.11.2005";"";"";1;"867335911";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Recherche E-Mail von Rdinger@t-online.de";"";"";"E";"RECH-M";"24.10.2005";"";"04.11.2005";"";"";1;"868344211";"";"";"";"";"";"";"";"";""
"1371";"Verstoß Nutzungsbedingungen swingerclubs.com";100;;"3 Verstöße gegen die Nutzungsbedingungen von swingerclubs.com1 x gewerbliche Kontaktanzeige2 x gewerbliches ForumspostingGemäß Punkt 4c der Nutzungsbedingungenhttp://www.swingerclubs.com/user.php/nub";"";"";"E";"SCWERB";"16.11.2005";"";"16.11.2005";"";"";3;"883215111";"";"";"";"";"";"";"";"";""
"1292";"Standard Hosting";2,2;;"Hosting www.eishaus.netanteilig 25.11.05 - 30.11.05";"";"";"E";"HOS-S";"25.11.2005";"";"02.12.2005";"";"";1;"895355312";"";"";"";"";"";"";"";"";""
"1194";"Vorregistrierung .eu Sunrise 1";65;;"Domain dhn.eu";"";"";"E";"PRE-EU";"24.11.2005";"";"24.11.2005";"";"";1;"889423216";"";"";"";"";"";"";"";"";""
"1194";"Vorregistrierung .eu Sunrise 1";65;;"Domain barf.eu";"";"";"E";"PRE-EU";"24.11.2005";"";"24.11.2005";"";"";1;"890431916";"";"";"";"";"";"";"";"";""
"1240";"Webentwicklung / Design";135;;"Programmierarbeiten / Erweiterung Ihrer Webseitewww.veranstaltungslogistik.degem. Angebot per E-Mail";"";"";"E";"WEB";"25.11.2005";"";"25.11.2005";"";"";1;"896453112";"";"";"";"";"";"";"";"";""
"1194";"Vorregistrierung .eu Sunrise 1";65;;"barfer.eu";"";"";"E";"PRE-EU";"24.11.2005";"";"24.11.2005";"";"";1;"891432916";"";"";"";"";"";"";"";"";""
"1278";"Guthaben aus Rechnung-Nr.: 10276";0;;"";"";"";"X";"";"02.12.2005";"";"31.01.2006";"";"";1;"9075915";"";"";"";"";"";"";"";"";""
"1302";"Partnerprovision";1116,64;;"";"";"";"E";"PP-E";"17.11.2005";"";"17.11.2005";"";"";1;"884172316";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";400,83;;"";"";"";"E";"PP-E";"17.11.2005";"";"17.11.2005";"";"";1;"885441716";"";"";"";"";"";"";"";"";""
"1194";"Vorregistrierung .eu Sunrise 1";65;;"barfers.eu";"";"";"E";"PRE-EU";"24.11.2005";"";"24.11.2005";"";"";1;"892434416";"";"";"";"";"";"";"";"";""
"1065";"Vorregistrierung .eu Sunrise 1";75;;"Domain versandapo.eu";"";"";"E";"PRE-EU";"25.11.2005";"";"15.12.2005";"";"";1;"89793313";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";697,04;;"";"";"";"E";"PP-E";"29.11.2005";"";"29.11.2005";"";"";1;"90252414";"";"";"";"";"";"";"";"";""
"1373";"Vertragsstrafe";100;;"Vertragswidrige Nutzung www.swingerclubs.comBewerbung der Webseite www.top-erotikshop.deBeanstandeter Antworttext als Anlage beigefügt";"";"";"E";"";"01.12.2005";"";"01.12.2005";"";"";1;"903334513";"";"";"";"";"";"";"";"";""
"1181";"Edimax Fast Ethernet Switch, 8 Port";11;;"Lieferung am 12.01.2007";"";"";"E";"";"13.01.2007";"13.01.2007";"";"";"";1;"1102344214";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamttraffic November 05 = 5357 MB";"";"";"E";"TRAF-M";"30.11.2005";"";"02.12.2005";"";"";5;"90630011";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";132,36;;"";"";"";"E";"PP-E";"06.12.2005";"";"06.12.2005";"";"";1;"909422311";"";"";"";"";"";"";"";"";""
"1194";"Vorregistrierung .eu Sunrise 1";65;;"drei-hunde-nacht.eu";"";"";"E";"PRE-EU";"24.11.2005";"";"24.11.2005";"";"";1;"893435516";"";"";"";"";"";"";"";"";""
"1194";"Vorregistrierung .eu Sunrise 1";65;;"Domain dreihundenacht.eu";"";"";"E";"PRE-EU";"24.11.2005";"";"24.11.2005";"";"";1;"89444716";"";"";"";"";"";"";"";"";""
"1180";".com Registrierung";9;;"Registrierung tierapothekesaar.com23.08.04 bis 23.08.05Nachberechnung";"";"";"E";"REG-COM";"25.11.2005";"";"14.12.2005";"";"";1;"898194913";"";"";"";"";"";"";"";"";""
"1034";"Arbeitsstunde Technik";40;;"Reparatur Datenbank am 12.01.2007";"";"";"E";"STD-T";"16.01.2007";"";"18.01.2007";"";"";1;"1103272411";"";"";"";"";"";"";"";"";""
"1292";"zusätzliche MySQL Datenbank";2;;"MySQL-Datenbank zu Webserverwww.eishaus.net";"";"30.04.2007";"J";"MYSQL";"28.11.2005";"01.05.2007";"";"";"";1;"900405611";"";"";"";"";"";"";"";"";""
"1374";"Frag mich was";21,55;;"";"";"";"E";"PG-2007";"06.12.2005";"";"06.12.2005";"";"";1;"910395913";"";"";"";"";"";"";"";"";""
"1180";".com Registrierung";9;;"Registrierung tierapotheke-saarland.com23.08.04 bis 23.08.05Nachberechnung";"";"";"E";"REG-COM";"25.11.2005";"";"14.12.2005";"";"";1;"89922113";"";"";"";"";"";"";"";"";""
"1374";"Mittelalterliches Lustspiel";42,24;;"";"";"";"E";"PG-2006";"06.12.2005";"";"06.12.2005";"";"";1;"911415013";"";"";"";"";"";"";"";"";""
"1375";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"07.12.2005";"";"07.12.2005";"";"";1;"9124617";"";"";"";"";"";"";"";"";""
"1375";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"07.12.2005";"";"07.12.2005";"";"";1;"91341917";"";"";"";"";"";"";"";"";""
"1375";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"07.12.2005";"";"07.12.2005";"";"";1;"91442417";"";"";"";"";"";"";"";"";""
"1377";"Vertragsstrafe";100;;"Vertragswidrige Nutzung www.swingerclubs.comBewerbung der Webseite www.heisse-hexe-nrw.deBeanstandeter Antworttext beigefügt";"";"";"E";"";"09.12.2005";"";"09.12.2005";"";"";1;"915564215";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";30,51;;"";"";"";"E";"PP-E";"16.01.2007";"";"16.01.2007";"";"";1;"1104132714";"";"";"";"";"";"";"";"";""
"1066";"Standard Hosting";10,99;;"Hosting www.procoating.de 8 Monate01.04.2005 bis 31.12.2005";"";"";"E";"HOS-S";"31.12.2005";"";"03.01.2006";"";"";8;"929532410";"";"";"";"";"";"";"";"";""
"1034";"Arbeitsstunde Technik / Programmierung";40;;"Programmierung Formular Packard Bell für RücksendungErsatzteile gem. Vorlage";"";"";"E";"STD-T";"03.01.2006";"";"06.01.2006";"";"";4,5;"93034514";"";"";"";"";"";"";"";"";""
"1093";"Mini-Hosting";4,27;;"Hosting www.ebony-tours.de, www.ebony-tours.com01.03.05 bis 31.12.2005";"";"";"E";"0021";"31.12.2005";"";"03.01.2006";"";"";10;"931292514";"";"";"";"";"";"";"";"";""
"1378";"Domainverkauf kostenlostanken.de";200;;"2. Rate gem. Kaufvertrag";"";"";"E";"";"29.12.2005";"";"29.12.2005";"";"";1;"925205512";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";501,41;;"";"";"";"E";"PP-E";"29.12.2005";"";"29.12.2005";"";"";1;"9269317";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";332,8879;;"";"";"";"E";"PP-E";"29.12.2005";"";"29.12.2005";"";"";1;"927593617";"";"";"";"";"";"";"";"";""
"1215";"Standard Hosting";10,99;;"Jahresrechnung Hostingwww.sopo-reinhart.de01.02.2006 - 31.12.2006";"";"";"E";"HOS-S";"01.02.2006";"";"01.02.2006";"";"";11;"95745113";"";"";"";"";"";"";"";"";""
"1384";".eu Registrierung Landrush Anzahlung";1,35;;"Anzahlung auf .eu Landrushregistrierungengem. beiliegender Domainliste";"";"";"E";"EU-ANZ";"13.02.2006";"";"13.02.2006";"";"";2125;"962301511";"";"";"";"";"";"";"";"";""
"1109";"Gutschrift auf Registrierung luftmotor.at";-6;;"";"";"";"E";"";"10.01.2006";"";"10.01.2006";"";"";1;"93623713";"";"";"";"";"";"";"";"";""
"1109";"Gutschrift auf Einrichtung luftmotor.at";-6;;"";"";"";"E";"";"10.01.2006";"";"10.01.2006";"";"";1;"937233713";"";"";"";"";"";"";"";"";""
"1109";"Gutschrift realvideo.tv";-52;;"";"";"";"E";"";"10.01.2006";"";"10.01.2006";"";"";1;"938235613";"";"";"";"";"";"";"";"";""
"1109";"Gutschrift gekündigte Domain passworx.com";-13,9;;"";"";"";"E";"";"11.01.2006";"";"11.01.2006";"";"";2;"939282711";"";"";"";"";"";"";"";"";""
"1109";"Gutschrift für gekündigte Domain pravada.de";-9,96;;"";"";"";"E";"";"31.12.2005";"";"11.01.2006";"";"";2;"941413212";"";"";"";"";"";"";"";"";""
"1109";"Gutschrift gekündigte Domain forum4computers.net";-13,9;;"";"";"";"E";"";"11.01.2006";"";"11.01.2006";"";"";1;"94243612";"";"";"";"";"";"";"";"";""
"1217";"Mini Hosting";29,07;;"Mini-Hosting 01.04.06 - 31.12.06pimp-my-supermoto.com";"";"";"E";"HOS-M";"16.01.2007";"";"16.01.2007";"";"";1;"1104133015";"";"";"";"";"";"";"";"";""
"1109";"Gutschrift gekündigte Domain randompla.net";-13,9;;"";"";"";"E";"";"11.01.2006";"";"11.01.2006";"";"";1;"943432412";"";"";"";"";"";"";"";"";""
"1109";"Gutschrift gekündigte Domain burngod.net";-13,9;;"";"";"";"E";"";"11.01.2006";"";"11.01.2006";"";"";2;"94029211";"";"";"";"";"";"";"";"";""
"1065";".eu Vorregistrierung Public Body";65;;"bad-duerkheim.euAntrag vom 07.12.2005";"";"";"E";"PRE-EU-PB";"16.01.2006";"";"16.01.2006";"";"";1;"94612814";"";"";"";"";"";"";"";"";""
"1065";".eu Vorregistrierung Public Body";65;;"badduerkheim.euAntrag vom 07.12.2005";"";"";"E";"PRE-EU-PB";"16.01.2006";"";"16.01.2006";"";"";1;"94722414";"";"";"";"";"";"";"";"";""
"1065";".eu Vorregistrierung Public Body";65;;"bad-duerkheim.euAntrag vom 14.01.2006";"";"";"E";"PRE-EU-PB";"16.01.2006";"";"16.01.2006";"";"";1;"94824714";"";"";"";"";"";"";"";"";""
"1166";"Hardware";71,69;;"Festplatte AlternateFujitsu 60,00 GB ";"";"";"E";"HW";"24.01.2006";"";"24.01.2006";"";"";1;"955481816";"";"";"";"";"";"";"";"";""
"1065";".eu Vorregistrierung Public Body";65;;"badduerkheim.euAntrag vom 14.01.2006";"";"";"E";"PRE-EU-PB";"16.01.2006";"";"16.01.2006";"";"";1;"94934014";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";404,0345;;"";"";"";"E";"PP-E";"16.01.2006";"";"16.01.2006";"";"";1;"950162415";"";"";"";"";"";"";"";"";""
"1380";"Partnerprovision";59;;"";"";"";"E";"PP-E";"19.01.2006";"";"19.01.2006";"";"";1;"952462114";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";400,2;;"";"";"";"E";"PP-E";"23.01.2006";"";"23.01.2006";"";"";1;"953172211";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Suche nach E-Mail von ebuortesch@aol.com";"";"";"E";"RECH-M";"24.01.2006";"";"01.02.2006";"";"";1;"95423714";"";"";"";"";"";"";"";"";""
"1008";"Vorregistrierung .eu Sunrise 1";75;;"Domainantrag solosar.euDomainantrag sggt.eu";"";"";"E";"PRE-EU";"06.02.2006";"";"28.02.2006";"";"";2;"958543512";"";"";"";"";"";"";"";"";""
"1035";"Weiterbelastung Rücklastschrift";10;;"";"";"";"E";"LAS";"15.03.2006";"";"15.03.2006";"";"";1;"97252912";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";138,78;;"";"";"";"E";"PP-E";"06.02.2006";"";"06.02.2006";"";"";1;"959563317";"";"";"";"";"";"";"";"";""
"1217";"Standard Hosting";109,9;;"Standard-Hosting 01.03.06 - 31.12.06pascals-garage.de";"";"";"J";"HOS-S";"16.01.2007";"31.01.2007";"";"";"";1;"1105144315";"";"";"";"";"";"";"";"";""
"1065";".eu Vormerkung New Landrush";6;;"Registrierungsversuch versand-apotheke.eu";"";"";"E";"PRE-EU-NL";"25.09.2006";"";"29.09.2006";"";"";1;"1038432516";"";"";"";"";"";"";"";"";""
